dest_type,lat,lon,label,address,1,2,3,4,5,nearest_priority_road,dist_to_priority_road,suburb_resupply_day,comments
water,-41.13957212,174.8488644,,,3,1,1,1,1,,,,
water,-41.311138,174.779971,,,3,1,1,1,1,,,,
water,-41.20872591,174.9519899,,,3,1,1,1,1,,,,
water,-41.21886831,174.9079592,,,3,1,1,1,1,,,,
water,-41.32409672,174.8161861,,,3,1,1,1,1,,,,
water,-41.209328,174.933747,,,3,1,1,1,1,,,,
water,-41.08858841,174.8754284,,,3,1,1,1,1,,,,
water,-41.28802144,174.7697481,,,3,1,1,1,1,,,,
water,-41.30856027,174.8160493,,,3,1,1,1,1,,,,
water,-41.110536,174.889129,,,3,1,1,1,1,,,,
water,-41.224447,174.82117,,,3,1,1,1,1,,,,
water,-41.22746157,174.8303505,,,3,1,1,1,1,,,,
water,-41.22926,174.904581,,,3,1,1,1,1,,,,
water,-41.20838,174.912654,,,3,1,1,1,1,,,,
water,-41.20659,174.9273056,,,3,1,1,1,1,,,,
water,-41.28339,174.772809,,,3,1,1,1,1,,,,
water,-41.220603,174.797267,,,3,1,1,1,1,,,,
water,-41.194754,174.944197,,,3,1,1,1,1,,,,
water,-41.181111,174.955181,,,3,1,1,1,1,,,,
water,-41.26327946,174.7766833,,,3,1,1,1,1,,,,
water,-41.113837,175.099068,,,3,1,1,1,1,,,,
water,-41.293927,174.768841,,,3,1,1,1,1,,,,
water,-41.21491195,174.9143314,,,3,1,1,1,1,,,,
water,-41.22653807,174.881799,,,3,1,1,1,1,,,,
water,-41.28822804,174.7442178,,,3,1,1,1,1,,,,
water,-41.118765,175.075327,,,3,1,1,1,1,,,,
water,-41.31818851,174.7924271,,,3,1,1,1,1,,,,
water,-41.23087817,174.8057261,,,3,1,1,1,1,,,,
water,-41.237554,174.949091,,,3,1,1,1,1,,,,
water,-41.24825877,174.9544096,,,3,1,1,1,1,,,,
water,-41.13238261,175.03266,,,3,1,1,1,1,,,,
water,-41.32419471,174.8242585,,,3,1,1,1,1,,,,
water,-41.320756,174.773343,,,3,1,1,1,1,,,,
water,-41.201301,174.921495,,,3,1,1,1,1,,,,
water,-41.21602851,174.8164636,,,3,1,1,1,1,,,,
water,-41.20087552,174.9628667,,,3,1,1,1,1,,,,
water,-41.252803,174.933431,,,3,1,1,1,1,,,,
water,-41.139348,175.031304,,,3,1,1,1,1,,,,
water,-41.27962695,174.7711183,,,3,1,1,1,1,,,,
water,-41.3301074,174.7914803,,,3,1,1,1,1,,,,
water,-41.23152978,174.818324,,,3,1,1,1,1,,,,
water,-41.21447633,174.8078981,,,3,1,1,1,1,,,,
water,-41.31319327,174.7746438,,,3,1,1,1,1,,,,
water,-41.180531,174.985028,,,3,1,1,1,1,,,,
water,-41.259764,174.95172,,,3,1,1,1,1,,,,
water,-41.11236122,174.9043011,,,3,1,1,1,1,,,,
water,-41.33442085,174.8174688,,,3,1,1,1,1,,,,
water,-41.16432339,174.8387174,,,3,1,1,1,1,,,,
water,-41.340151,174.7685899,,,3,1,1,1,1,,,,
water,-41.172573,174.988582,,,3,1,1,1,1,,,,
water,-41.223565,174.891272,,,3,1,1,1,1,,,,
water,-41.24195843,174.9443556,,,3,1,1,1,1,,,,
water,-41.128409,174.831997,,,3,1,1,1,1,,,,
water,-41.284921,174.737528,,,3,1,1,1,1,,,,
water,-41.1018423,175.0951934,,,3,1,1,1,1,,,,
water,-41.208548,174.80835,,,3,1,1,1,1,,,,
water,-41.212173,174.891669,,,3,1,1,1,1,,,,
water,-41.21854465,174.8881444,,,3,1,1,1,1,,,,
water,-41.26819155,174.9502587,,,3,1,1,1,1,,,,
water,-41.29196944,174.7891544,,,3,1,1,1,1,,,,
water,-41.32552009,174.7894103,,,3,1,1,1,1,,,,
water,-41.214172,174.798399,,,3,1,1,1,1,,,,
water,-41.199339,174.956385,,,3,1,1,1,1,,,,
water,-41.11649519,174.900592,,,3,1,1,1,1,,,,
water,-41.173352,174.825213,,,3,1,1,1,1,,,,
water,-41.24589411,174.7869168,,,3,1,1,1,1,,,,
water,-41.34260551,174.7634139,,,3,1,1,1,1,,,,
water,-41.335549,174.775358,,,3,1,1,1,1,,,,
water,-41.301294,174.89345,,,3,1,1,1,1,,,,
water,-41.27988841,174.7450574,,,3,1,1,1,1,,,,
water,-41.16048418,175.0140209,,,3,1,1,1,1,,,,
water,-41.3044215,174.7950103,,,3,1,1,1,1,,,,
water,-41.181274,174.821711,,,3,1,1,1,1,,,,
water,-41.157344,174.830391,,,3,1,1,1,1,,,,
water,-41.19311203,174.952273,,,3,1,1,1,1,,,,
water,-41.17626933,174.9606072,,,3,1,1,1,1,,,,
water,-41.253581,174.950066,,,3,1,1,1,1,,,,
water,-41.0733025,174.8586886,,,3,1,1,1,1,,,,
water,-41.312996,174.82706,,,3,1,1,1,1,,,,
water,-41.219356,174.80599,,,3,1,1,1,1,,,,
water,-41.25263061,174.791633,,,3,1,1,1,1,,,,
water,-41.24447909,174.7791344,,,3,1,1,1,1,,,,
water,-41.18915727,174.9524663,,,3,1,1,1,1,,,,
water,-41.28870251,174.7303664,,,3,1,1,1,1,,,,
water,-41.126241,175.064682,,,3,1,1,1,1,,,,
water,-41.14364682,175.0157088,,,3,1,1,1,1,,,,
water,-41.17477778,174.8144081,,,3,1,1,1,1,,,,
water,-41.21739118,174.8326437,,,3,1,1,1,1,,,,
water,-41.25324658,174.7777487,,,3,1,1,1,1,,,,
water,-41.32372723,174.7631351,,,3,1,1,1,1,,,,
water,-41.291597,174.897312,,,3,1,1,1,1,,,,
water,-41.224224,174.880275,,,3,1,1,1,1,,,,
water,-41.22946504,174.892656,,,3,1,1,1,1,,,,
water,-41.265404,174.935897,,,3,1,1,1,1,,,,
water,-41.29866647,174.800825,,,3,1,1,1,1,,,,
water,-41.16494051,174.8236696,,,3,1,1,1,1,,,,
water,-41.208642,174.821676,,,3,1,1,1,1,,,,
water,-41.18910375,174.9417298,,,3,1,1,1,1,,,,
water,-41.275041,174.955087,,,3,1,1,1,1,,,,
water,-41.103744,174.878592,,,3,1,1,1,1,,,,
water,-41.26615296,174.7670778,,,3,1,1,1,1,,,,
water,-41.308293,174.793344,,,3,1,1,1,1,,,,
water,-41.30647017,174.8243579,,,3,1,1,1,1,,,,
water,-41.330517,174.821995,,,3,1,1,1,1,,,,
water,-41.22442958,174.8053293,,,3,1,1,1,1,,,,
water,-41.249399,174.776275,,,3,1,1,1,1,,,,
water,-41.11158163,174.8260414,,,3,1,1,1,1,,,,
water,-41.289602,174.7643341,,,3,1,1,1,1,,,,
water,-41.18746659,174.9851394,,,3,1,1,1,1,,,,
water,-41.16903424,174.9831631,,,3,1,1,1,1,,,,
water,-41.31262553,174.793459,,,3,1,1,1,1,,,,
water,-41.31832934,174.8287108,,,3,1,1,1,1,,,,
water,-41.326478,174.837127,,,3,1,1,1,1,,,,
water,-41.160269,174.8244455,,,3,1,1,1,1,,,,
water,-41.23614168,174.7962081,,,3,1,1,1,1,,,,
water,-41.305888,174.766568,,,3,1,1,1,1,,,,
water,-41.172101,174.963498,,,3,1,1,1,1,,,,
water,-41.231779,174.915186,,,3,1,1,1,1,,,,
water,-41.28540536,174.7674225,,,3,1,1,1,1,,,,
water,-41.290216,174.722372,,,3,1,1,1,1,,,,
water,-41.27126668,174.7597813,,,3,1,1,1,1,,,,
water,-41.14878356,175.0214952,,,3,1,1,1,1,,,,
water,-41.30319247,174.801969,,,3,1,1,1,1,,,,
water,-41.20197843,174.8000036,,,3,1,1,1,1,,,,
water,-41.33299446,174.7710226,,,3,1,1,1,1,,,,
water,-41.204465,174.945774,,,3,1,1,1,1,,,,
water,-41.19975175,174.9493031,,,3,1,1,1,1,,,,
water,-41.17267133,174.9750363,,,3,1,1,1,1,,,,
water,-41.035328,174.885064,,,3,1,1,1,1,,,,
water,-41.29103778,174.7373349,,,3,1,1,1,1,,,,
water,-41.29148329,174.7931985,,,3,1,1,1,1,,,,
water,-41.30054266,174.7948343,,,3,1,1,1,1,,,,
water,-41.15381837,174.8387876,,,3,1,1,1,1,,,,
water,-41.21983564,174.8131097,,,3,1,1,1,1,,,,
water,-41.30947843,174.7654094,,,3,1,1,1,1,,,,
water,-41.106842,174.911356,,,3,1,1,1,1,,,,
water,-41.28326917,174.7570752,,,3,1,1,1,1,,,,
water,-41.28164179,174.7501408,,,3,1,1,1,1,,,,
water,-41.28435455,174.7307914,,,3,1,1,1,1,,,,
water,-41.261681,174.772962,,,3,1,1,1,1,,,,
water,-41.148147,175.01255,,,3,1,1,1,1,,,,
water,-41.259743,174.764001,,,3,1,1,1,1,,,,
water,-41.30197111,174.7629382,,,3,1,1,1,1,,,,
water,-41.34528509,174.7698606,,,3,1,1,1,1,,,,
water,-41.16167127,174.9825526,,,3,1,1,1,1,,,,
water,-41.25864213,174.9293377,,,3,1,1,1,1,,,,
water,-41.280463,174.759765,,,3,1,1,1,1,,,,
water,-41.10287163,175.1098706,,,3,1,1,1,1,,,,
water,-41.334194,174.78761,,,3,1,1,1,1,,,,
water,-41.178846,174.822809,,,3,1,1,1,1,,,,
water,-41.33813364,174.7786914,,,3,1,1,1,1,,,,
water,-41.32686831,174.7743881,,,3,1,1,1,1,,,,
water,-41.180414,174.933028,,,3,1,1,1,1,,,,
water,-41.20369163,174.8828595,,,3,1,1,1,1,,,,
water,-41.283602,174.949974,,,3,1,1,1,1,,,,
water,-41.29401356,174.7531842,,,3,1,1,1,1,,,,
water,-41.286987,174.762153,,,3,1,1,1,1,,,,
water,-41.15662238,175.0165622,,,3,1,1,1,1,,,,
water,-41.29175369,174.8004658,,,3,1,1,1,1,,,,
water,-41.30878382,174.8285408,,,3,1,1,1,1,,,,
water,-41.24356757,174.7699916,,,3,1,1,1,1,,,,
water,-41.30889977,174.7583069,,,3,1,1,1,1,,,,
water,-41.219744,174.880902,,,3,1,1,1,1,,,,
water,-41.274512,174.964163,,,3,1,1,1,1,,,,
water,-41.28785974,174.7185366,,,3,1,1,1,1,,,,
water,-41.124148,175.068845,,,3,1,1,1,1,,,,
water,-41.16827654,174.819541,,,3,1,1,1,1,,,,
water,-41.24991565,174.7675099,,,3,1,1,1,1,,,,
water,-41.31785633,174.7638642,,,3,1,1,1,1,,,,
water,-41.117879,174.859616,,,3,1,1,1,1,,,,
water,-41.28006702,174.7308208,,,3,1,1,1,1,,,,
water,-41.27758908,174.7610641,,,3,1,1,1,1,,,,
water,-41.33469022,174.7820217,,,3,1,1,1,1,,,,
water,-41.20297635,174.8085972,,,3,1,1,1,1,,,,
water,-41.31344632,174.7642447,,,3,1,1,1,1,,,,
water,-41.20478383,174.8935503,,,3,1,1,1,1,,,,
water,-41.200359,174.887459,,,3,1,1,1,1,,,,
water,-41.080766,174.865683,,,3,1,1,1,1,,,,
water,-41.1068,174.886443,,,3,1,1,1,1,,,,
water,-41.28852917,174.7572138,,,3,1,1,1,1,,,,
water,-41.322236,174.7878605,,,3,1,1,1,1,,,,
water,-41.220449,174.790888,,,3,1,1,1,1,,,,
water,-41.2477348,174.7696604,,,3,1,1,1,1,,,,
water,-41.11568845,175.039025,,,3,1,1,1,1,,,,
water,-41.16819086,174.9647299,,,3,1,1,1,1,,,,
water,-41.15717316,174.9887881,,,3,1,1,1,1,,,,
water,-41.16455089,174.9781157,,,3,1,1,1,1,,,,
water,-41.0974,174.8681,,,3,1,1,1,1,,,,
water,-41.29036834,174.7581086,,,3,1,1,1,1,,,,
water,-41.09669559,175.1097239,,,3,1,1,1,1,,,,
water,-41.1529625,175.0055962,,,3,1,1,1,1,,,,
water,-41.30042865,174.8291488,,,3,1,1,1,1,,,,
water,-41.19040224,174.9830369,,,3,1,1,1,1,,,,
water,-41.21535495,174.9017416,,,3,1,1,1,1,,,,
water,-41.19741557,174.9009378,,,3,1,1,1,1,,,,
water,-41.20675783,174.8723284,,,3,1,1,1,1,,,,
water,-41.209768,174.878797,,,3,1,1,1,1,,,,
water,-41.21450343,174.8740065,,,3,1,1,1,1,,,,
water,-41.21233282,174.8849331,,,3,1,1,1,1,,,,
water,-41.17129059,174.9402573,,,3,1,1,1,1,,,,
water,-41.28426856,174.7241383,,,3,1,1,1,1,,,,
water,-41.26764067,174.7590502,,,3,1,1,1,1,,,,
water,-41.191347,174.927728,,,3,1,1,1,1,,,,
water,-41.203749,174.898626,,,3,1,1,1,1,,,,
water,-41.037831,174.891769,,,3,1,1,1,1,,,,
water,-41.29499245,174.725133,,,3,1,1,1,1,,,,
water,-41.28001223,174.7539387,,,3,1,1,1,1,,,,
water,-41.33590419,174.762541,,,3,1,1,1,1,,,,
water,-41.19935956,174.9070812,,,3,1,1,1,1,,,,
water,-41.194647,174.917356,,,3,1,1,1,1,,,,
water,-41.19174553,174.9141074,,,3,1,1,1,1,,,,
water,-41.187775,174.919498,,,3,1,1,1,1,,,,
water,-41.21158982,174.8795939,,,3,1,1,1,1,,,,
water,-41.20399071,174.88688,,,3,1,1,1,1,,,,
water,-41.03244615,174.8954037,,,3,1,1,1,1,,,,
water,-41.2737005,174.7625607,,,3,1,1,1,1,,,,
water,-41.34298566,174.7789226,,,3,1,1,1,1,,,,
water,-41.31099207,174.7623358,,,3,1,1,1,1,,,,
water,-41.31561751,174.7587514,,,3,1,1,1,1,,,,
water,-41.211906,174.903816,,,3,1,1,1,1,,,,
water,-41.088298,175.098906,,,3,1,1,1,1,,,,
water,-41.18895176,174.9242514,,,3,1,1,1,1,,,,
water,-41.093717,175.132805,,,3,1,1,1,1,,,,
water,-41.14584842,174.8298687,,,3,1,1,1,1,,,,
water,-41.256888,174.914596,,,3,1,1,1,1,,,,
water,-41.10982376,175.0419184,,,3,1,1,1,1,,,,
water,-41.287017,174.803258,,,3,1,1,1,1,,,,
water,-41.34173004,174.7850197,,,3,1,1,1,1,,,,
water,-41.18923826,174.8341911,,,3,1,1,1,1,,,,
water,-41.251218,174.91164,,,3,1,1,1,1,,,,
water,-41.262977,174.910931,,,3,1,1,1,1,,,,
water,-41.195624,174.906869,,,3,1,1,1,1,,,,
water,-41.215826,174.867089,,,3,1,1,1,1,,,,
water,-41.09647729,175.1419152,,,3,1,1,1,1,,,,
water,-41.092009,175.10013,,,3,1,1,1,1,,,,
water,-41.19955788,174.8303593,,,3,1,1,1,1,,,,
water,-41.19829942,174.8023471,,,3,1,1,1,1,,,,
water,-41.270549,174.909661,,,3,1,1,1,1,,,,
water,-41.15920982,174.9769393,,,3,1,1,1,1,,,,
water,-41.183087,174.914907,,,3,1,1,1,1,,,,
water,-41.25900308,174.7882513,,,3,1,1,1,1,,,,
water,-41.113304,175.126158,,,3,1,1,1,1,,,,
water,-41.22019462,174.8646027,,,3,1,1,1,1,,,,
water,-41.277919,174.906049,,,3,1,1,1,1,,,,
water,-41.15399349,174.9793225,,,3,1,1,1,1,,,,
water,-41.21178162,174.8666246,,,3,1,1,1,1,,,,
water,-41.12529471,174.8525165,,,3,1,1,1,1,,,,
EM_hubs,-41.1826418,174.9139136,,,1,1,1,1,1,,,,
EM_hubs,-41.25461397,174.9362419,,,1,1,1,1,1,,,,
EM_hubs,-41.24195951,174.9442951,,,1,1,1,1,1,,,,
EM_hubs,-41.19473105,174.9440621,,,1,1,1,1,1,,,,
EM_hubs,-41.19103388,174.9281667,,,1,1,1,1,1,,,,
EM_hubs,-41.20138101,174.9217785,,,1,1,1,1,1,,,,
EM_hubs,-41.20212114,174.9362775,,,1,1,1,1,1,,,,
EM_hubs,-41.20838686,174.9120833,,,1,1,1,1,1,,,,
EM_hubs,-41.20925816,174.9333738,,,1,1,1,1,1,,,,
EM_hubs,-41.26409735,174.9379048,,,1,1,1,1,1,,,,
EM_hubs,-41.2540309,174.9495201,,,1,1,1,1,1,,,,
EM_hubs,-41.23166528,174.9156207,,,1,1,1,1,1,,,,
EM_hubs,-41.21250683,174.8915684,,,1,1,1,1,1,,,,
EM_hubs,-41.18063828,174.9331208,,,1,1,1,1,1,,,,
EM_hubs,-41.21581155,174.867211,,,1,1,1,1,1,,,,
EM_hubs,-41.29200105,174.8970604,,,1,1,1,1,1,,,,
EM_hubs,-41.20417306,174.9460453,,,1,1,1,1,1,,,,
EM_hubs,-41.22408484,174.8802569,,,1,1,1,1,1,,,,
EM_hubs,-41.17211895,174.963542,,,1,1,1,1,1,,,,
EM_hubs,-41.20962713,174.8781399,,,1,1,1,1,1,,,,
EM_hubs,-41.22932459,174.9046365,,,1,1,1,1,1,,,,
EM_hubs,-41.19938476,174.9565294,,,1,1,1,1,1,,,,
EM_hubs,-41.18093137,174.9553513,,,1,1,1,1,1,,,,
EM_hubs,-41.1726526,174.9882089,,,1,1,1,1,1,,,,
EM_hubs,-41.16949574,174.983215,,,1,1,1,1,1,,,,
EM_hubs,-41.27534345,174.955785,,,1,1,1,1,1,,,,
EM_hubs,-41.21538862,174.9243807,,,1,1,1,1,1,,,,
EM_hubs,-41.22341878,174.8907357,,,1,1,1,1,1,,,,
EM_hubs,-41.27853016,174.9072869,,,1,1,1,1,1,,,,
EM_hubs,-41.18070745,174.9843858,,,1,1,1,1,1,,,,
EM_hubs,-41.25161667,174.910931,,,1,1,1,1,1,,,,
EM_hubs,-41.35449732,174.9123333,,,1,1,1,1,1,,,,
EM_hubs,-41.23636463,174.9796537,,,1,1,1,1,1,,,,
EM_hubs,-41.09264288,175.0998174,,,1,1,1,1,1,,,,
EM_hubs,-41.12154165,175.0610578,,,1,1,1,1,1,,,,
EM_hubs,-41.12306192,175.1160762,,,1,1,1,1,1,,,,
EM_hubs,-41.11340253,175.0994513,,,1,1,1,1,1,,,,
EM_hubs,-41.11898522,175.0750804,,,1,1,1,1,1,,,,
EM_hubs,-41.16082761,175.0152172,,,1,1,1,1,1,,,,
EM_hubs,-41.0936039,175.1329708,,,1,1,1,1,1,,,,
EM_hubs,-41.14812698,175.0126617,,,1,1,1,1,1,,,,
EM_hubs,-41.13925379,175.0318,,,1,1,1,1,1,,,,
EM_hubs,-41.12346228,175.0685146,,,1,1,1,1,1,,,,
EM_hubs,-41.11098771,175.082547,,,1,1,1,1,1,,,,
EM_hubs,-41.12884966,175.0446318,,,1,1,1,1,1,,,,
EM_hubs,-41.12641982,175.0648071,,,1,1,1,1,1,,,,
EM_hubs,-40.96233317,175.6448316,,,1,1,1,1,1,,,,
EM_hubs,-40.95557547,175.6539262,,,1,1,1,1,1,,,,
EM_hubs,-40.93382337,175.615743,,,1,1,1,1,1,,,,
EM_hubs,-40.77521915,175.7021013,,,1,1,1,1,1,,,,
EM_hubs,-41.09234428,176.069882,,,1,1,1,1,1,,,,
EM_hubs,-40.89872462,176.220963,,,1,1,1,1,1,,,,
EM_hubs,-40.87812504,176.0722391,,,1,1,1,1,1,,,,
EM_hubs,-41.03654359,175.809288,,,1,1,1,1,1,,,,
EM_hubs,-40.96736528,175.8016951,,,1,1,1,1,1,,,,
EM_hubs,-40.86703362,175.8620787,,,1,1,1,1,1,,,,
EM_hubs,-41.02516199,175.5281276,,,1,1,1,1,1,,,,
EM_hubs,-41.0807569,175.2057347,,,1,1,1,1,1,,,,
EM_hubs,-40.98682944,175.1229095,,,1,1,1,1,1,,,,
EM_hubs,-41.19885,174.7810562,,,1,1,1,1,1,,,,
EM_hubs,-41.33046871,174.8220009,,,1,1,1,1,1,,,,
EM_hubs,-41.31795378,174.8172662,,,1,1,1,1,1,,,,
EM_hubs,-41.20868313,174.8217485,,,1,1,1,1,1,,,,
EM_hubs,-41.31308231,174.826676,,,1,1,1,1,1,,,,
EM_hubs,-41.26273902,174.767833,,,1,1,1,1,1,,,,
EM_hubs,-41.27385106,174.7809047,,,1,1,1,1,1,,,,
EM_hubs,-41.29333157,174.7692026,,,1,1,1,1,1,,,,
EM_hubs,-41.17314774,174.8258946,,,1,1,1,1,1,,,,
EM_hubs,-41.32647873,174.8366893,,,1,1,1,1,1,,,,
EM_hubs,-41.28746835,174.8024909,,,1,1,1,1,1,,,,
EM_hubs,-41.18209151,174.8218976,,,1,1,1,1,1,,,,
EM_hubs,-41.28065211,174.7602184,,,1,1,1,1,1,,,,
EM_hubs,-41.2492815,174.7761722,,,1,1,1,1,1,,,,
EM_hubs,-41.31101415,174.7796036,,,1,1,1,1,1,,,,
EM_hubs,-41.2249217,174.8205859,,,1,1,1,1,1,,,,
EM_hubs,-41.26649777,174.7088469,,,1,1,1,1,1,,,,
EM_hubs,-41.15734612,174.8309339,,,1,1,1,1,1,,,,
EM_hubs,-41.30863509,174.7937054,,,1,1,1,1,1,,,,
EM_hubs,-41.28727721,174.761649,,,1,1,1,1,1,,,,
EM_hubs,-41.2246913,174.7972936,,,1,1,1,1,1,,,,
EM_hubs,-41.21932071,174.8055569,,,1,1,1,1,1,,,,
EM_hubs,-41.33566428,174.7749403,,,1,1,1,1,1,,,,
EM_hubs,-41.29811458,174.8007279,,,1,1,1,1,1,,,,
EM_hubs,-41.16432418,174.8387731,,,1,1,1,1,1,,,,
EM_hubs,-41.29626615,174.7851525,,,1,1,1,1,1,,,,
EM_hubs,-41.28322983,174.7730867,,,1,1,1,1,1,,,,
EM_hubs,-41.20847002,174.8082777,,,1,1,1,1,1,,,,
EM_hubs,-41.24778864,174.798197,,,1,1,1,1,1,,,,
EM_hubs,-41.30617179,174.7664539,,,1,1,1,1,1,,,,
EM_hubs,-41.32090848,174.773703,,,1,1,1,1,1,,,,
EM_hubs,-41.11067359,174.8896664,,,1,1,1,1,1,,,,
EM_hubs,-41.07918799,174.8659259,,,1,1,1,1,1,,,,
EM_hubs,-41.03596192,174.8853703,,,1,1,1,1,1,,,,
EM_hubs,-41.10492933,174.917044,,,1,1,1,1,1,,,,
EM_hubs,-41.11380754,174.8673246,,,1,1,1,1,1,,,,
EM_hubs,-41.12199289,174.8811456,,,1,1,1,1,1,,,,
EM_hubs,-40.96092569,175.6679608,,,1,1,1,1,1,,,,
EM_hubs,-41.11654083,175.0387513,,,1,1,1,1,1,,,,
EM_hubs,-41.09653779,174.9913524,,,1,1,1,1,1,,,,
EM_hubs,-41.11654083,175.0387513,,,1,1,1,1,1,,,,
EM_hubs,-41.09653779,174.9913524,,,1,1,1,1,1,,,,
EM_hubs,-41.17379482,175.0315824,,,1,1,1,1,1,,,,
EM_hubs,-41.14017969,174.865546,,,1,1,1,1,1,,,,
EM_hubs,-41.25995398,174.763704,,,1,1,1,1,1,,,,
EM_hubs,-41.11573711,175.3288053,,,1,1,1,1,1,,,,
EM_hubs,-41.08007036,175.4609828,,,1,1,1,1,1,,,,
EM_hubs,-41.33414463,174.7874322,,,1,1,1,1,1,,,,
EM_hubs,-40.91400932,175.0024996,,,1,1,1,1,1,,,,
EM_hubs,-41.2850792,174.737506,,,1,1,1,1,1,,,,
EM_hubs,-41.28932898,174.7221875,,,1,1,1,1,1,,,,
EM_hubs,-41.21923649,175.460483,,,1,1,1,1,1,,,,
EM_hubs,-41.29766981,174.7786535,,,1,1,1,1,1,,,,
EM_hubs,-41.20216579,174.8859176,,,1,1,1,1,1,,,,
EM_hubs,-40.7529075,175.1398403,,,1,1,1,1,1,,,,
EM_hubs,-40.98173033,174.9571055,,,1,1,1,1,1,,,,
EM_hubs,-40.93314853,174.9844784,,,1,1,1,1,1,,,,
EM_hubs,-41.19614913,174.9077775,,,1,1,1,1,1,,,,
EM_hubs,-40.90110366,174.9921812,,,1,1,1,1,1,,,,
EM_hubs,-40.80639348,175.1236718,,,1,1,1,1,1,,,,
EM_hubs,-41.11142176,174.8394455,,,1,1,1,1,1,,,,
EM_hubs,-40.91938751,174.9847985,,,1,1,1,1,1,,,,
EM_hubs,-40.87695138,175.0667256,,,1,1,1,1,1,,,,
EM_hubs,-41.26180148,174.9452807,,,1,1,1,1,1,,,,
EM_hubs,-40.95746192,176.0341972,,,1,1,1,1,1,,,,
health_services,-41.29857072,174.7834097,,,1,1,1,1,1,,,,
health_services,-41.2871349,174.7623311,,,1,1,1,1,1,,,,
health_services,-41.14460053,174.8414353,,,1,1,1,1,1,,,,
health_services,-40.87516029,175.0639753,,,1,1,1,1,1,,,,
health_services,-41.22180421,174.8062305,,,1,1,1,1,1,,,,
health_services,-41.28405591,174.7368212,,,1,1,1,1,1,,,,
health_services,-41.22329797,174.8216126,,,1,1,1,1,1,,,,
health_services,-41.21939819,175.4606382,,,1,1,1,1,1,,,,
health_services,-41.28346028,174.7572399,,,1,1,1,1,1,,,,
health_services,-40.6290136,175.305334,,,1,1,1,1,1,,,,
health_services,-40.94941534,175.6747221,,,1,1,1,1,1,,,,
health_services,-40.87562171,175.0654673,,,1,1,1,1,1,,,,
health_services,-41.22409017,174.9214937,,,1,1,1,1,1,,,,
health_services,-40.87609364,175.0634029,,,1,1,1,1,1,,,,
health_services,-41.08253573,174.8658452,,,1,1,1,1,1,,,,
health_services,-40.62114327,175.2891922,,,1,1,1,1,1,,,,
health_services,-41.30483997,174.7635936,,,1,1,1,1,1,,,,
health_services,-41.31144285,174.7780297,,,1,1,1,1,1,,,,
health_services,-41.29504288,174.7810032,,,1,1,1,1,1,,,,
health_services,-41.1415692,174.8656095,,,1,1,1,1,1,,,,
health_services,-41.2876595,174.7655351,,,1,1,1,1,1,,,,
health_services,-41.22942139,174.8007341,,,1,1,1,1,1,,,,
health_services,-40.89637181,174.9832938,,,1,1,1,1,1,,,,
health_services,-41.14685942,174.8355751,,,1,1,1,1,1,,,,
health_services,-41.30916816,174.7801346,,,1,1,1,1,1,,,,
health_services,-40.94863214,175.6749591,,,1,1,1,1,1,,,,
health_services,-41.20381728,174.9264976,,,1,1,1,1,1,,,,
health_services,-41.20457171,174.9244911,,,1,1,1,1,1,,,,
health_services,-40.91015817,175.0073448,,,1,1,1,1,1,,,,
health_services,-41.30941609,174.7755409,,,1,1,1,1,1,,,,
health_services,-41.31710231,174.7790685,,,1,1,1,1,1,,,,
health_services,-40.63399766,175.2872628,,,1,1,1,1,1,,,,
health_services,-41.14339208,174.841522,,,1,1,1,1,1,,,,
health_services,-41.14076,174.8323354,,,1,1,1,1,1,,,,
health_services,-41.2592711,174.7669317,,,1,1,1,1,1,,,,
health_services,-41.3019041,174.7798775,,,1,1,1,1,1,,,,
health_services,-41.1170445,174.892939,,,1,1,1,1,1,,,,
health_services,-41.1162783,175.3241611,,,1,1,1,1,1,,,,
health_services,-41.2473979,174.7748244,,,1,1,1,1,1,,,,
health_services,-41.2884999,174.7695415,,,1,1,1,1,1,,,,
health_services,-41.1219274,175.0732564,,,1,1,1,1,1,,,,
health_services,-41.3186527,174.7752028,,,1,1,1,1,1,,,,
health_services,-41.2947291,174.774019,,,1,1,1,1,1,,,,
health_services,-41.1253116,175.0583282,,,1,1,1,1,1,,,,
health_services,-41.2889,174.7617815,,,1,1,1,1,1,,,,
health_services,-41.2904794,174.8985883,,,1,1,1,1,1,,,,
health_services,-41.1226374,175.0738984,,,1,1,1,1,1,,,,
health_services,-41.1583012,174.8329482,,,1,1,1,1,1,,,,
health_services,-41.2858259,174.7676474,,,1,1,1,1,1,,,,
health_services,-41.3195533,174.7973369,,,1,1,1,1,1,,,,
health_services,-41.1695357,174.8246026,,,1,1,1,1,1,,,,
health_services,-41.1472,174.835,,,1,1,1,1,1,,,,
health_services,-41.1411849,174.8298475,,,1,1,1,1,1,,,,
health_services,-40.9106939,175.0066117,,,1,1,1,1,1,,,,
