,geoid,dest_type,distance,time
17614,7020059,EM_hubs,1904,5
17615,7020060,EM_hubs,1086,5
17616,7020061,EM_hubs,1413,5
17617,7020125,EM_hubs,793,5
17618,7020053,EM_hubs,2203,5
17619,7020054,EM_hubs,2232,5
17620,7020055,EM_hubs,2741,5
17621,7020056,EM_hubs,1423,5
17622,7020078,EM_hubs,715,5
17623,7020062,EM_hubs,1217,5
17624,7020063,EM_hubs,1746,5
17625,7020064,EM_hubs,1867,5
17626,7020065,EM_hubs,1798,5
17627,7020066,EM_hubs,1728,5
17628,7020067,EM_hubs,1385,5
17629,7020068,EM_hubs,1349,5
17630,7020069,EM_hubs,924,5
17631,7020070,EM_hubs,920,5
17632,7020071,EM_hubs,480,5
17633,7020072,EM_hubs,1101,5
17634,7020073,EM_hubs,669,5
17635,7020074,EM_hubs,403,5
17636,7020075,EM_hubs,606,5
17637,7020076,EM_hubs,368,5
17638,7020077,EM_hubs,809,5
17639,7020079,EM_hubs,628,5
17640,7020080,EM_hubs,1030,5
17641,7020081,EM_hubs,880,5
17642,7020082,EM_hubs,975,5
17643,7020083,EM_hubs,1440,5
17644,7020084,EM_hubs,1128,5
17645,7020085,EM_hubs,567,5
17646,7020086,EM_hubs,429,5
17647,7020087,EM_hubs,135,5
17648,7020088,EM_hubs,801,5
17649,7020089,EM_hubs,1078,5
17650,7020090,EM_hubs,624,5
17651,7020091,EM_hubs,751,5
17652,7020092,EM_hubs,1711,5
17653,7020093,EM_hubs,752,5
17654,7020094,EM_hubs,563,5
17655,7020095,EM_hubs,303,5
17656,7020096,EM_hubs,485,5
17657,7020097,EM_hubs,1123,5
17658,7020098,EM_hubs,330,5
17659,7020099,EM_hubs,845,5
17660,7020100,EM_hubs,1225,5
17661,7020101,EM_hubs,725,5
17662,7020102,EM_hubs,1229,5
17663,7020103,EM_hubs,2180,5
17664,7020104,EM_hubs,1242,5
17665,7020105,EM_hubs,1233,5
17666,7020106,EM_hubs,1629,5
17667,7020108,EM_hubs,713,5
17668,7020109,EM_hubs,737,5
17669,7020110,EM_hubs,996,5
17670,7020111,EM_hubs,1032,5
17671,7020112,EM_hubs,1052,5
17672,7020113,EM_hubs,976,5
17673,7020114,EM_hubs,890,5
17674,7020115,EM_hubs,703,5
17675,7020116,EM_hubs,725,5
17676,7020117,EM_hubs,167,5
17677,7020118,EM_hubs,685,5
17678,7020119,EM_hubs,567,5
17679,7020120,EM_hubs,1153,5
17680,7020121,EM_hubs,1047,5
17681,7020122,EM_hubs,988,5
17682,7020123,EM_hubs,658,5
17683,7020124,EM_hubs,1422,5
17684,7020129,EM_hubs,1178,5
17685,7020130,EM_hubs,1153,5
17686,7020131,EM_hubs,2610,5
17687,7020132,EM_hubs,1790,5
17688,7020133,EM_hubs,302,5
17689,7020134,EM_hubs,517,5
17690,7020135,EM_hubs,895,5
17691,7020136,EM_hubs,343,5
17692,7020137,EM_hubs,1166,5
17693,7020138,EM_hubs,610,5
17694,7020139,EM_hubs,351,5
17695,7020140,EM_hubs,552,5
17696,7020141,EM_hubs,961,5
17697,7020142,EM_hubs,724,5
17698,7020143,EM_hubs,987,5
17699,7020144,EM_hubs,978,5
17700,7020145,EM_hubs,1358,5
17701,7020146,EM_hubs,1138,5
17702,7020147,EM_hubs,801,5
17703,7020168,EM_hubs,768,5
17704,7020148,EM_hubs,552,5
17705,7020149,EM_hubs,511,5
17706,7020150,EM_hubs,747,5
17707,7020151,EM_hubs,1908,5
17708,7020153,EM_hubs,1441,5
17709,7020154,EM_hubs,1202,5
17710,7020155,EM_hubs,1429,5
17711,7020156,EM_hubs,990,5
17712,7020157,EM_hubs,1369,5
17713,7020158,EM_hubs,1685,5
17714,7020159,EM_hubs,52,5
17715,7020160,EM_hubs,926,5
17716,7020161,EM_hubs,1502,5
17717,7020162,EM_hubs,1062,5
17718,7020163,EM_hubs,1393,5
17719,7020164,EM_hubs,1802,5
17720,7020165,EM_hubs,1519,5
17721,7020166,EM_hubs,879,5
17722,7020167,EM_hubs,957,5
17723,7020169,EM_hubs,1124,5
17724,7020170,EM_hubs,449,5
17725,7020171,EM_hubs,618,5
17726,7020172,EM_hubs,501,5
17727,7020173,EM_hubs,415,5
17728,7020174,EM_hubs,655,5
17729,7020175,EM_hubs,429,5
17730,7020176,EM_hubs,72,5
17731,7020177,EM_hubs,1430,5
17732,7020178,EM_hubs,311,5
17733,7020179,EM_hubs,1350,5
17734,7020180,EM_hubs,1217,5
17735,7020181,EM_hubs,814,5
17736,7020182,EM_hubs,808,5
17737,7020183,EM_hubs,783,5
17738,7020184,EM_hubs,1106,5
17739,7020185,EM_hubs,793,5
17740,7020186,EM_hubs,1284,5
17741,7020187,EM_hubs,720,5
17742,7020188,EM_hubs,1188,5
17743,7020189,EM_hubs,678,5
17744,7020190,EM_hubs,294,5
17745,7020191,EM_hubs,1588,5
17746,7020192,EM_hubs,1145,5
17747,7020193,EM_hubs,1324,5
17748,7020194,EM_hubs,654,5
17749,7020195,EM_hubs,1200,5
17750,7020196,EM_hubs,1280,5
17751,7020197,EM_hubs,274,5
17752,7020198,EM_hubs,621,5
17753,7020199,EM_hubs,706,5
17754,7020200,EM_hubs,1322,5
17755,7020201,EM_hubs,682,5
17756,7020202,EM_hubs,778,5
17757,7020203,EM_hubs,530,5
17758,7020204,EM_hubs,366,5
17759,7020205,EM_hubs,479,5
17760,7020206,EM_hubs,689,5
17761,7020207,EM_hubs,225,5
17762,7020208,EM_hubs,492,5
17763,7020209,EM_hubs,547,5
17764,7020210,EM_hubs,355,5
17765,7020211,EM_hubs,528,5
17766,7020212,EM_hubs,673,5
17767,7020213,EM_hubs,90,5
17768,7020214,EM_hubs,237,5
17769,7020215,EM_hubs,337,5
17770,7020216,EM_hubs,398,5
17771,7020217,EM_hubs,706,5
17772,7020218,EM_hubs,708,5
17773,7020219,EM_hubs,454,5
17774,7020220,EM_hubs,500,5
17775,7020221,EM_hubs,505,5
17776,7020222,EM_hubs,550,5
17777,7020223,EM_hubs,498,5
17778,7020224,EM_hubs,614,5
17779,7020234,EM_hubs,1048,5
17780,7020235,EM_hubs,1505,5
17781,7020236,EM_hubs,5982,5
17782,7020237,EM_hubs,1319,5
17783,7020238,EM_hubs,1183,5
17784,7020239,EM_hubs,999,5
17785,7020240,EM_hubs,1755,5
17786,7020241,EM_hubs,930,5
17787,7020252,EM_hubs,300,5
17788,7020242,EM_hubs,2140,5
17789,7020243,EM_hubs,1548,5
17790,7020244,EM_hubs,1698,5
17791,7020245,EM_hubs,1634,5
17792,7020246,EM_hubs,1695,5
17793,7020247,EM_hubs,1185,5
17794,7020248,EM_hubs,937,5
17795,7020249,EM_hubs,1030,5
17796,7020250,EM_hubs,866,5
17797,7020251,EM_hubs,365,5
17798,7020253,EM_hubs,706,5
17799,7020254,EM_hubs,552,5
17800,7020255,EM_hubs,680,5
17801,7020256,EM_hubs,848,5
17802,7020257,EM_hubs,1034,5
17803,7020258,EM_hubs,989,5
17804,7020259,EM_hubs,1092,5
17805,7020260,EM_hubs,1084,5
17806,7020261,EM_hubs,1200,5
17807,7020262,EM_hubs,1379,5
17808,7020263,EM_hubs,1342,5
17809,7020264,EM_hubs,1715,5
17810,7020265,EM_hubs,1640,5
17811,7020266,EM_hubs,293,5
17812,7020267,EM_hubs,399,5
17813,7020268,EM_hubs,299,5
17814,7020269,EM_hubs,1872,5
17815,7020270,EM_hubs,987,5
17816,7020271,EM_hubs,1214,5
17817,7020272,EM_hubs,805,5
17818,7020273,EM_hubs,556,5
17819,7020274,EM_hubs,215,5
17820,7020275,EM_hubs,733,5
17821,7020276,EM_hubs,1888,5
17822,7020279,EM_hubs,2634,5
17823,7020280,EM_hubs,2637,5
17824,7020281,EM_hubs,488,5
17825,7020296,EM_hubs,719,5
17826,7020277,EM_hubs,2133,5
17827,7020278,EM_hubs,2692,5
17828,7020295,EM_hubs,601,5
17829,7020282,EM_hubs,215,5
17830,7020283,EM_hubs,1014,5
17831,7020284,EM_hubs,570,5
17832,7020285,EM_hubs,1166,5
17833,7020286,EM_hubs,993,5
17834,7020287,EM_hubs,794,5
17835,7020288,EM_hubs,640,5
17836,7020289,EM_hubs,337,5
17837,7020291,EM_hubs,1087,5
17838,7020292,EM_hubs,1427,5
17839,7020293,EM_hubs,584,5
17840,7020294,EM_hubs,697,5
17841,7020299,EM_hubs,1071,5
17842,7020300,EM_hubs,1093,5
17843,7020301,EM_hubs,1272,5
17844,7020302,EM_hubs,1398,5
17845,7020303,EM_hubs,1340,5
17846,7020304,EM_hubs,1516,5
17847,7020305,EM_hubs,1513,5
17848,7020306,EM_hubs,1670,5
17849,7020307,EM_hubs,1609,5
17850,7020308,EM_hubs,1548,5
17851,7020309,EM_hubs,1234,5
17852,7020310,EM_hubs,1539,5
17853,7020311,EM_hubs,1330,5
17854,7020312,EM_hubs,1611,5
17855,7020313,EM_hubs,1481,5
17856,7020314,EM_hubs,1472,5
17857,7020315,EM_hubs,1107,5
17858,7020316,EM_hubs,1481,5
17859,7020317,EM_hubs,1195,5
17860,7020318,EM_hubs,1015,5
17861,7020319,EM_hubs,1425,5
17862,7020320,EM_hubs,1446,5
17863,7020321,EM_hubs,854,5
17864,7020322,EM_hubs,1141,5
17865,7020323,EM_hubs,687,5
17866,7020324,EM_hubs,734,5
17867,7020325,EM_hubs,1322,5
17868,7020326,EM_hubs,484,5
17869,7020327,EM_hubs,441,5
17870,7020328,EM_hubs,734,5
17871,7020329,EM_hubs,710,5
17872,7020330,EM_hubs,688,5
17873,7020331,EM_hubs,446,5
17874,7020332,EM_hubs,524,5
17875,7020333,EM_hubs,433,5
17876,7020334,EM_hubs,530,5
17877,7020335,EM_hubs,478,5
17878,7020336,EM_hubs,725,5
17879,7020337,EM_hubs,2454,5
17880,7020338,EM_hubs,2188,5
17881,7020339,EM_hubs,1805,5
17882,7020340,EM_hubs,1485,5
17883,7020341,EM_hubs,1873,5
17884,7020342,EM_hubs,1785,5
17885,7020343,EM_hubs,2297,5
17886,7020344,EM_hubs,1757,5
17887,7020345,EM_hubs,1351,5
17888,7020346,EM_hubs,1384,5
17889,7020347,EM_hubs,431,5
17890,7020348,EM_hubs,943,5
17891,7020349,EM_hubs,1162,5
17892,7020350,EM_hubs,480,5
17893,7020351,EM_hubs,250,5
17894,7020352,EM_hubs,424,5
17895,7020353,EM_hubs,547,5
17896,7020354,EM_hubs,677,5
17897,7020355,EM_hubs,769,5
17898,7020356,EM_hubs,880,5
17899,7020357,EM_hubs,602,5
17900,7020358,EM_hubs,942,5
17901,7020359,EM_hubs,868,5
17902,7020360,EM_hubs,1025,5
17903,7020361,EM_hubs,1316,5
17904,7020362,EM_hubs,1285,5
17905,7020363,EM_hubs,1340,5
17906,7020364,EM_hubs,1153,5
17907,7020365,EM_hubs,725,5
17908,7020366,EM_hubs,1282,5
17909,7020367,EM_hubs,755,5
17910,7020368,EM_hubs,732,5
17911,7020369,EM_hubs,734,5
17912,7020370,EM_hubs,571,5
17913,7020371,EM_hubs,426,5
17914,7020372,EM_hubs,670,5
17915,7020373,EM_hubs,361,5
17916,7020374,EM_hubs,786,5
17917,7020375,EM_hubs,1146,5
17918,7020376,EM_hubs,1225,5
17919,7020377,EM_hubs,1399,5
17920,7020378,EM_hubs,850,5
17921,7020379,EM_hubs,1062,5
17922,7020380,EM_hubs,1218,5
17923,7020381,EM_hubs,240,5
17924,7020383,EM_hubs,235,5
17925,7020384,EM_hubs,1128,5
17926,7020385,EM_hubs,1406,5
17927,7020386,EM_hubs,539,5
17928,7020387,EM_hubs,544,5
17929,7020388,EM_hubs,1282,5
17930,7020389,EM_hubs,797,5
17931,7020390,EM_hubs,762,5
17932,7020391,EM_hubs,502,5
17933,7020392,EM_hubs,507,5
17934,7020393,EM_hubs,747,5
17935,7020394,EM_hubs,1051,5
17936,7020395,EM_hubs,809,5
17937,7020396,EM_hubs,1032,5
17938,7020397,EM_hubs,1026,5
17939,7020398,EM_hubs,1219,5
17940,7020399,EM_hubs,1133,5
17941,7020400,EM_hubs,1372,5
17942,7020401,EM_hubs,1283,5
17943,7020402,EM_hubs,1371,5
17944,7020403,EM_hubs,1252,5
17945,7020404,EM_hubs,2045,5
17946,7020405,EM_hubs,1084,5
17947,7020406,EM_hubs,1574,5
17948,7020407,EM_hubs,1750,5
17949,7020408,EM_hubs,1498,5
17950,7020409,EM_hubs,1737,5
17951,7020410,EM_hubs,1937,5
17952,7020411,EM_hubs,829,5
17953,7020412,EM_hubs,939,5
17954,7020413,EM_hubs,959,5
17955,7020423,EM_hubs,1121,5
17956,7020434,EM_hubs,1032,5
17957,7020414,EM_hubs,782,5
17958,7020415,EM_hubs,675,5
17959,7020416,EM_hubs,843,5
17960,7020417,EM_hubs,766,5
17961,7020418,EM_hubs,833,5
17962,7020419,EM_hubs,263,5
17963,7020420,EM_hubs,578,5
17964,7020421,EM_hubs,760,5
17965,7020422,EM_hubs,1030,5
17966,7020424,EM_hubs,1068,5
17967,7020425,EM_hubs,980,5
17968,7020426,EM_hubs,691,5
17969,7020427,EM_hubs,1009,5
17970,7020428,EM_hubs,642,5
17971,7020429,EM_hubs,799,5
17972,7020430,EM_hubs,817,5
17973,7020431,EM_hubs,802,5
17974,7020432,EM_hubs,706,5
17975,7020433,EM_hubs,1007,5
17976,7020435,EM_hubs,834,5
17977,7020437,EM_hubs,838,5
17978,7020438,EM_hubs,860,5
17979,7020439,EM_hubs,998,5
17980,7020440,EM_hubs,609,5
17981,7020441,EM_hubs,711,5
17982,7020442,EM_hubs,62,5
17983,7020443,EM_hubs,595,5
17984,7020444,EM_hubs,643,5
17985,7020445,EM_hubs,761,5
17986,7020446,EM_hubs,919,5
17987,7020447,EM_hubs,1008,5
17988,7020448,EM_hubs,895,5
17989,7020449,EM_hubs,1296,5
17990,7020450,EM_hubs,746,5
17991,7020451,EM_hubs,542,5
17992,7020452,EM_hubs,419,5
17993,7020453,EM_hubs,559,5
17994,7020454,EM_hubs,252,5
17995,7020476,EM_hubs,616,5
17996,7020456,EM_hubs,787,5
17997,7020457,EM_hubs,668,5
17998,7020458,EM_hubs,629,5
17999,7020459,EM_hubs,396,5
18000,7020460,EM_hubs,716,5
18001,7020461,EM_hubs,432,5
18002,7020462,EM_hubs,495,5
18003,7020463,EM_hubs,609,5
18004,7020464,EM_hubs,742,5
18005,7020466,EM_hubs,491,5
18006,7020467,EM_hubs,646,5
18007,7020468,EM_hubs,655,5
18008,7020469,EM_hubs,651,5
18009,7020470,EM_hubs,1042,5
18010,7020471,EM_hubs,910,5
18011,7020472,EM_hubs,419,5
18012,7020473,EM_hubs,328,5
18013,7020474,EM_hubs,894,5
18014,7020477,EM_hubs,706,5
18015,7020478,EM_hubs,942,5
18016,7020479,EM_hubs,1070,5
18017,7020480,EM_hubs,1072,5
18018,7020481,EM_hubs,2205,5
18019,7020482,EM_hubs,1587,5
18020,7020483,EM_hubs,1964,5
18021,7020484,EM_hubs,1732,5
18022,7020485,EM_hubs,1530,5
18023,7020499,EM_hubs,344,5
18024,7020486,EM_hubs,1639,5
18025,7020487,EM_hubs,1539,5
18026,7020488,EM_hubs,1293,5
18027,7020489,EM_hubs,1072,5
18028,7020490,EM_hubs,1096,5
18029,7020491,EM_hubs,804,5
18030,7020492,EM_hubs,785,5
18031,7020493,EM_hubs,807,5
18032,7020494,EM_hubs,726,5
18033,7020495,EM_hubs,497,5
18034,7020496,EM_hubs,866,5
18035,7020497,EM_hubs,329,5
18036,7020498,EM_hubs,499,5
18037,7020500,EM_hubs,556,5
18038,7020501,EM_hubs,679,5
18039,7020502,EM_hubs,561,5
18040,7020503,EM_hubs,335,5
18041,7020504,EM_hubs,826,5
18042,7020505,EM_hubs,7,5
18043,7020506,EM_hubs,312,5
18044,7020507,EM_hubs,625,5
18045,7020508,EM_hubs,323,5
18046,7020509,EM_hubs,817,5
18047,7020510,EM_hubs,810,5
18048,7020511,EM_hubs,601,5
18049,7020512,EM_hubs,1066,5
18050,7020513,EM_hubs,434,5
18051,7020514,EM_hubs,442,5
18052,7020542,EM_hubs,1088,5
18053,7020515,EM_hubs,37,5
18054,7020516,EM_hubs,876,5
18055,7020517,EM_hubs,352,5
18056,7020518,EM_hubs,669,5
18057,7020519,EM_hubs,880,5
18058,7020520,EM_hubs,808,5
18059,7020521,EM_hubs,645,5
18060,7020522,EM_hubs,695,5
18061,7020523,EM_hubs,639,5
18062,7020524,EM_hubs,1080,5
18063,7020713,EM_hubs,361,5
18064,7020525,EM_hubs,1208,5
18065,7020526,EM_hubs,1708,5
18066,7020527,EM_hubs,1742,5
18067,7020528,EM_hubs,1035,5
18068,7020529,EM_hubs,1375,5
18069,7020530,EM_hubs,896,5
18070,7020531,EM_hubs,755,5
18071,7020532,EM_hubs,817,5
18072,7020533,EM_hubs,870,5
18073,7020534,EM_hubs,420,5
18074,7020535,EM_hubs,422,5
18075,7020536,EM_hubs,424,5
18076,7020537,EM_hubs,332,5
18077,7020538,EM_hubs,493,5
18078,7020539,EM_hubs,581,5
18079,7020540,EM_hubs,514,5
18080,7020541,EM_hubs,724,5
18081,7020543,EM_hubs,813,5
18082,7020544,EM_hubs,1073,5
18083,7020545,EM_hubs,1020,5
18084,7020546,EM_hubs,759,5
18085,7020547,EM_hubs,710,5
18086,7020548,EM_hubs,781,5
18087,7020549,EM_hubs,483,5
18088,7020550,EM_hubs,535,5
18089,7020551,EM_hubs,814,5
18090,7020552,EM_hubs,762,5
18091,7020553,EM_hubs,509,5
18092,7020554,EM_hubs,574,5
18093,7020555,EM_hubs,288,5
18094,7020556,EM_hubs,58,5
18095,7020557,EM_hubs,399,5
18096,7020558,EM_hubs,3167,5
18097,7020559,EM_hubs,1132,5
18098,7020560,EM_hubs,937,5
18099,7020561,EM_hubs,451,5
18100,7020562,EM_hubs,573,5
18101,7020563,EM_hubs,902,5
18102,7020564,EM_hubs,744,5
18103,7020565,EM_hubs,928,5
18104,7020566,EM_hubs,809,5
18105,7020567,EM_hubs,1170,5
18106,7020568,EM_hubs,617,5
18107,7020569,EM_hubs,797,5
18108,7020570,EM_hubs,626,5
18109,7020571,EM_hubs,472,5
18110,7020572,EM_hubs,378,5
18111,7020573,EM_hubs,561,5
18112,7020574,EM_hubs,385,5
18113,7020575,EM_hubs,197,5
18114,7020576,EM_hubs,338,5
18115,7021416,EM_hubs,665,5
18116,7020577,EM_hubs,505,5
18117,7020578,EM_hubs,522,5
18118,7020579,EM_hubs,797,5
18119,7020580,EM_hubs,832,5
18120,7020581,EM_hubs,794,5
18121,7020582,EM_hubs,861,5
18122,7020583,EM_hubs,837,5
18123,7020584,EM_hubs,1096,5
18124,7020585,EM_hubs,1044,5
18125,7020586,EM_hubs,768,5
18126,7020587,EM_hubs,844,5
18127,7020588,EM_hubs,720,5
18128,7020589,EM_hubs,561,5
18129,7020590,EM_hubs,137,5
18130,7020591,EM_hubs,451,5
18131,7020592,EM_hubs,436,5
18132,7020593,EM_hubs,147,5
18133,7020594,EM_hubs,518,5
18134,7020595,EM_hubs,310,5
18135,7020816,EM_hubs,1246,5
18136,7020596,EM_hubs,415,5
18137,7020597,EM_hubs,985,5
18138,7020598,EM_hubs,1210,5
18139,7020599,EM_hubs,1235,5
18140,7020600,EM_hubs,996,5
18141,7020601,EM_hubs,670,5
18142,7020602,EM_hubs,958,5
18143,7020603,EM_hubs,519,5
18144,7020604,EM_hubs,852,5
18145,7020605,EM_hubs,994,5
18146,7020606,EM_hubs,431,5
18147,7020607,EM_hubs,360,5
18148,7020608,EM_hubs,563,5
18149,7020609,EM_hubs,495,5
18150,7020610,EM_hubs,554,5
18151,7020611,EM_hubs,673,5
18152,7020612,EM_hubs,1128,5
18153,7020613,EM_hubs,1107,5
18154,7020614,EM_hubs,1273,5
18155,7020615,EM_hubs,951,5
18156,7020616,EM_hubs,1236,5
18157,7020617,EM_hubs,881,5
18158,7020618,EM_hubs,1314,5
18159,7020619,EM_hubs,1164,5
18160,7020620,EM_hubs,1286,5
18161,7020621,EM_hubs,1748,5
18162,7020622,EM_hubs,1307,5
18163,7020623,EM_hubs,1463,5
18164,7020624,EM_hubs,1900,5
18165,7020625,EM_hubs,1055,5
18166,7020626,EM_hubs,1232,5
18167,7020627,EM_hubs,989,5
18168,7020628,EM_hubs,1239,5
18169,7020629,EM_hubs,863,5
18170,7020630,EM_hubs,1047,5
18171,7020631,EM_hubs,823,5
18172,7020632,EM_hubs,1332,5
18173,7020633,EM_hubs,593,5
18174,7020634,EM_hubs,645,5
18175,7020635,EM_hubs,573,5
18176,7020637,EM_hubs,2072,5
18177,7020638,EM_hubs,755,5
18178,7020639,EM_hubs,655,5
18179,7020640,EM_hubs,451,5
18180,7020641,EM_hubs,260,5
18181,7020642,EM_hubs,533,5
18182,7020643,EM_hubs,481,5
18183,7020644,EM_hubs,176,5
18184,7020645,EM_hubs,586,5
18185,7020646,EM_hubs,383,5
18186,7020647,EM_hubs,677,5
18187,7020648,EM_hubs,1090,5
18188,7020649,EM_hubs,1543,5
18189,7020650,EM_hubs,937,5
18190,7020651,EM_hubs,627,5
18191,7020652,EM_hubs,2232,5
18192,7020653,EM_hubs,1002,5
18193,7020654,EM_hubs,696,5
18194,7020655,EM_hubs,1232,5
18195,7020656,EM_hubs,1246,5
18196,7020657,EM_hubs,1074,5
18197,7020658,EM_hubs,1163,5
18198,7020659,EM_hubs,4446,5
18199,7020660,EM_hubs,4619,5
18200,7020661,EM_hubs,1358,5
18201,7020662,EM_hubs,735,5
18202,7020663,EM_hubs,511,5
18203,7020664,EM_hubs,413,5
18204,7020665,EM_hubs,917,5
18205,7020666,EM_hubs,760,5
18206,7020692,EM_hubs,952,5
18207,7020667,EM_hubs,1496,5
18208,7020668,EM_hubs,1201,5
18209,7020669,EM_hubs,1256,5
18210,7020670,EM_hubs,2098,5
18211,7020671,EM_hubs,223,5
18212,7020672,EM_hubs,1324,5
18213,7020673,EM_hubs,2224,5
18214,7020674,EM_hubs,795,5
18215,7020675,EM_hubs,325,5
18216,7020676,EM_hubs,1321,5
18217,7020677,EM_hubs,560,5
18218,7020731,EM_hubs,1492,5
18219,7020678,EM_hubs,1489,5
18220,7020679,EM_hubs,2285,5
18221,7020680,EM_hubs,785,5
18222,7020681,EM_hubs,1068,5
18223,7020682,EM_hubs,933,5
18224,7020683,EM_hubs,797,5
18225,7020684,EM_hubs,778,5
18226,7020685,EM_hubs,1248,5
18227,7020686,EM_hubs,862,5
18228,7020687,EM_hubs,974,5
18229,7020688,EM_hubs,550,5
18230,7020689,EM_hubs,1050,5
18231,7020690,EM_hubs,1021,5
18232,7020691,EM_hubs,697,5
18233,7020732,EM_hubs,1490,5
18234,7020693,EM_hubs,1371,5
18235,7020694,EM_hubs,1277,5
18236,7020695,EM_hubs,1752,5
18237,7020696,EM_hubs,600,5
18238,7020697,EM_hubs,475,5
18239,7020698,EM_hubs,654,5
18240,7020699,EM_hubs,975,5
18241,7020700,EM_hubs,1421,5
18242,7020701,EM_hubs,4602,5
18243,7020710,EM_hubs,316,5
18244,7020711,EM_hubs,26,5
18245,7020712,EM_hubs,227,5
18246,7020702,EM_hubs,5516,5
18247,7020703,EM_hubs,2501,5
18248,7020704,EM_hubs,2281,5
18249,7020705,EM_hubs,3449,5
18250,7020706,EM_hubs,2008,5
18251,7020707,EM_hubs,2011,5
18252,7020708,EM_hubs,1117,5
18253,7020709,EM_hubs,787,5
18254,7020714,EM_hubs,1008,5
18255,7020715,EM_hubs,404,5
18256,7020716,EM_hubs,686,5
18257,7020717,EM_hubs,1110,5
18258,7020718,EM_hubs,1042,5
18259,7020719,EM_hubs,663,5
18260,7020720,EM_hubs,349,5
18261,7020721,EM_hubs,1032,5
18262,7020722,EM_hubs,956,5
18263,7020723,EM_hubs,1255,5
18264,7020724,EM_hubs,1470,5
18265,7020725,EM_hubs,1359,5
18266,7020726,EM_hubs,1460,5
18267,7020733,EM_hubs,1610,5
18268,7020754,EM_hubs,2280,5
18269,7020727,EM_hubs,5688,5
18270,7020728,EM_hubs,1028,5
18271,7020730,EM_hubs,1268,5
18272,7020774,EM_hubs,1023,5
18273,7020734,EM_hubs,1905,5
18274,7020736,EM_hubs,1261,5
18275,7020737,EM_hubs,640,5
18276,7020738,EM_hubs,589,5
18277,7020739,EM_hubs,846,5
18278,7020740,EM_hubs,400,5
18279,7020741,EM_hubs,354,5
18280,7020742,EM_hubs,58,5
18281,7020743,EM_hubs,460,5
18282,7020744,EM_hubs,788,5
18283,7020745,EM_hubs,728,5
18284,7020746,EM_hubs,652,5
18285,7020747,EM_hubs,1025,5
18286,7020748,EM_hubs,1082,5
18287,7020815,EM_hubs,288,5
18288,7020749,EM_hubs,678,5
18289,7020750,EM_hubs,1896,5
18290,7020751,EM_hubs,752,5
18291,7020752,EM_hubs,42,5
18292,7020753,EM_hubs,2253,5
18293,7020755,EM_hubs,2298,5
18294,7020756,EM_hubs,2221,5
18295,7020757,EM_hubs,1283,5
18296,7020758,EM_hubs,766,5
18297,7020759,EM_hubs,828,5
18298,7020760,EM_hubs,1146,5
18299,7020761,EM_hubs,731,5
18300,7020775,EM_hubs,389,5
18301,7020776,EM_hubs,491,5
18302,7020777,EM_hubs,1641,5
18303,7020762,EM_hubs,1208,5
18304,7020763,EM_hubs,1262,5
18305,7020764,EM_hubs,1559,5
18306,7020765,EM_hubs,1387,5
18307,7020766,EM_hubs,1612,5
18308,7020767,EM_hubs,1198,5
18309,7020768,EM_hubs,1374,5
18310,7020769,EM_hubs,1189,5
18311,7020770,EM_hubs,1020,5
18312,7020771,EM_hubs,998,5
18313,7020772,EM_hubs,1038,5
18314,7020773,EM_hubs,1000,5
18315,7020778,EM_hubs,106,5
18316,7020783,EM_hubs,1287,5
18317,7020784,EM_hubs,1305,5
18318,7020785,EM_hubs,471,5
18319,7020786,EM_hubs,796,5
18320,7020787,EM_hubs,973,5
18321,7020788,EM_hubs,768,5
18322,7020789,EM_hubs,535,5
18323,7020790,EM_hubs,181,5
18324,7020791,EM_hubs,247,5
18325,7020792,EM_hubs,231,5
18326,7020793,EM_hubs,468,5
18327,7020794,EM_hubs,847,5
18328,7020795,EM_hubs,928,5
18329,7020796,EM_hubs,967,5
18330,7020797,EM_hubs,155,5
18331,7020798,EM_hubs,746,5
18332,7020799,EM_hubs,781,5
18333,7020800,EM_hubs,645,5
18334,7020801,EM_hubs,782,5
18335,7020802,EM_hubs,777,5
18336,7020803,EM_hubs,892,5
18337,7020804,EM_hubs,1359,5
18338,7020805,EM_hubs,1450,5
18339,7020806,EM_hubs,477,5
18340,7020807,EM_hubs,588,5
18341,7020808,EM_hubs,858,5
18342,7020809,EM_hubs,563,5
18343,7020810,EM_hubs,1119,5
18344,7020811,EM_hubs,1039,5
18345,7020812,EM_hubs,1203,5
18346,7020813,EM_hubs,1403,5
18347,7020814,EM_hubs,1708,5
18348,7020817,EM_hubs,1260,5
18349,7020818,EM_hubs,831,5
18350,7020819,EM_hubs,1238,5
18351,7020820,EM_hubs,1048,5
18352,7020821,EM_hubs,1167,5
18353,7020822,EM_hubs,1578,5
18354,7020823,EM_hubs,908,5
18355,7020824,EM_hubs,1293,5
18356,7020825,EM_hubs,278,5
18357,7020826,EM_hubs,111,5
18358,7020827,EM_hubs,181,5
18359,7020828,EM_hubs,595,5
18360,7020829,EM_hubs,1431,5
18361,7020830,EM_hubs,587,5
18362,7020831,EM_hubs,848,5
18363,7020832,EM_hubs,1565,5
18364,7020833,EM_hubs,1675,5
18365,7020834,EM_hubs,8234,5
18366,7020837,EM_hubs,2066,5
18367,7020853,EM_hubs,2052,5
18368,7020835,EM_hubs,6379,5
18369,7020836,EM_hubs,11502,5
18370,7020847,EM_hubs,830,5
18371,7020909,EM_hubs,437,5
18372,7020838,EM_hubs,2783,5
